y,x1,x2,x3,x4,x5,x6,x7,x8,x9
-0.715648325211543,141.1,0.6,209.5,188.8,4.6,996.1,789.2,23.5,53.0
-1.22724329857832,140.1,4.2,215.9,193.9,4.7,1049.5,710.1,24.5,57.0
-1.24510446971831,140.1,11.8,226.1,207.8,4.9,1020.9,683.8,21.0,64.0
0.0192112874050759,160.2,0.3,240.0,233.5,9.2,781.0,841.1,24.0,75.0
0.035796660606493,140.2,30.5,239.0,169.4,5.3,1028.4,742.7,21.25,46.0
-0.288256015790419,140.2,44.8,234.9,171.3,5.5,1047.6,704.0,23.5,52.5
-0.646755236528735,140.5,61.1,238.9,182.5,5.7,1017.7,681.4,24.5,60.0
-1.1417648366941,143.3,91.8,239.8,200.8,6.2,964.8,647.1,25.0,55.0
0.308817419460584,194.3,0.3,240.0,234.2,8.9,780.6,811.3,26.5,78.0
0.239924330777776,150.4,110.9,239.7,168.1,6.5,1000.2,667.2,9.5,27.5
0.27437087511918,150.3,111.4,238.8,167.3,6.5,999.5,670.5,14.5,36.5
-0.0662671744791482,155.4,122.1,240.0,179.9,6.7,966.8,652.5,14.5,41.5
-0.408181022016047,165.3,143.2,238.3,200.4,7.1,883.2,652.6,17.0,27.0
1.07684777848004,303.8,0.2,239.8,236.4,8.3,780.1,715.3,25.0,78.0
0.701763184540304,172.0,162.1,238.5,166.0,7.4,953.3,641.4,0.0,20.0
0.736209728881708,172.8,158.3,239.5,166.4,7.4,952.6,644.1,0.0,20.0
0.634145893796066,184.3,153.4,239.2,179.0,7.5,920.2,640.9,0.0,20.0
0.394295881344809,215.6,112.9,239.0,198.7,7.4,884.0,649.1,27.5,64.0
1.02581586093722,295.3,0.0,239.9,236.2,8.3,780.3,722.9,25.0,77.0
1.77726084675525,248.3,101.0,239.1,168.9,7.7,954.2,640.6,0.0,20.0
1.81043159315809,248.0,101.0,239.9,169.1,7.7,949.9,644.1,2.0,20.0
1.84487813749949,258.8,88.0,239.6,175.3,7.6,938.9,646.0,0.0,20.0
1.67519701166961,297.1,40.9,239.9,194.0,7.5,908.9,651.8,27.5,67.0
1.62416509412679,348.7,0.1,223.1,208.5,9.6,786.2,758.1,29.0,78.0
