y,x1,x2,x3,x4,x5
-1.24762591518469,6300,0.0,0.3048,39.6,0.00310138
-1.45781176433305,8000,0.0,0.3048,39.6,0.00310138
-1.8404949655411,10000,0.0,0.3048,39.6,0.00310138
-2.20578347578515,12500,0.0,0.3048,39.6,0.00310138
-1.10759865292447,200,0.0,0.3048,31.7,0.00331266
-0.904660591677777,250,0.0,0.3048,31.7,0.00331266
-0.300195080678697,315,0.0,0.3048,31.7,0.00331266
0.0303040476373472,400,0.0,0.3048,31.7,0.00331266
0.359353618373057,500,0.0,0.3048,31.7,0.00331266
0.617374867672425,630,0.0,0.3048,31.7,0.00331266
0.637668673797096,800,0.0,0.3048,31.7,0.00331266
0.366601406274724,1000,0.0,0.3048,31.7,0.00331266
-0.0697154254056658,1250,0.0,0.3048,31.7,0.00331266
-0.358177383892039,1600,0.0,0.3048,31.7,0.00331266
-0.356727826311705,2000,0.0,0.3048,31.7,0.00331266
-0.591556154325736,2500,0.0,0.3048,31.7,0.00331266
-0.826384482339766,3150,0.0,0.3048,31.7,0.00331266
-0.969890682792787,4000,0.0,0.3048,31.7,0.00331266
-1.33228007787617,5000,0.0,0.3048,31.7,0.00331266
-1.60334734539854,6300,0.0,0.3048,31.7,0.00331266
-2.07590311658727,8000,0.0,0.3048,31.7,0.00331266
-2.40205357216231,10000,0.0,0.3048,31.7,0.00331266
0.33137715707262,800,1.5,0.3048,71.3,0.00336729
0.167577150494933,1000,1.5,0.3048,71.3,0.00336729
0.15018245953093,1250,1.5,0.3048,71.3,0.00336729
0.260348835636278,1600,1.5,0.3048,71.3,0.00336729
0.26179839321661,2000,1.5,0.3048,71.3,0.00336729
-0.0469573713944299,2500,1.5,0.3048,71.3,0.00336729
-0.209307820391785,3150,1.5,0.3048,71.3,0.00336729
-0.44558570598615,4000,1.5,0.3048,71.3,0.00336729
-0.75434147059719,5000,1.5,0.3048,71.3,0.00336729
-0.973224665227553,6300,1.5,0.3048,71.3,0.00336729
-1.37185299981927,8000,1.5,0.3048,71.3,0.00336729
-1.64436982492198,10000,1.5,0.3048,71.3,0.00336729
-2.26333091172439,12500,1.5,0.3048,71.3,0.00336729
-2.64601411293244,16000,1.5,0.3048,71.3,0.00336729
-0.432684643521181,315,1.5,0.3048,39.6,0.00392107
-0.121029763749472,400,1.5,0.3048,39.6,0.00392107
0.264552552619245,500,1.5,0.3048,39.6,0.00392107
0.503729553374278,630,1.5,0.3048,39.6,0.00392107
0.579106547551618,800,1.5,0.3048,39.6,0.00392107
0.39791185000993,1000,1.5,0.3048,39.6,0.00392107
0.0543667034708833,1250,1.5,0.3048,39.6,0.00392107
-0.380500570629175,1600,1.5,0.3048,39.6,0.00392107
-0.396445704012843,2000,1.5,0.3048,39.6,0.00392107
-0.558796153010199,2500,1.5,0.3048,39.6,0.00392107
-0.829863420532567,3150,1.5,0.3048,39.6,0.00392107
-1.02845280903826,4000,1.5,0.3048,39.6,0.00392107
-1.24588644608829,5000,1.5,0.3048,39.6,0.00392107
-1.46187052555798,6300,1.5,0.3048,39.6,0.00392107
-1.82425992064137,8000,1.5,0.3048,39.6,0.00392107
-2.2968156918301,10000,1.5,0.3048,39.6,0.00392107
-2.71428827496615,12500,1.5,0.3048,39.6,0.00392107
0.395447602123361,400,3.0,0.3048,71.3,0.00425727
0.524458226773047,500,3.0,0.3048,71.3,0.00425727
0.654918409003065,630,3.0,0.3048,71.3,0.00425727
0.675212215127733,800,3.0,0.3048,71.3,0.00425727
0.604183893691389,1000,3.0,0.3048,71.3,0.00425727
0.405594505185697,1250,3.0,0.3048,71.3,0.00425727
0.243244056188341,1600,3.0,0.3048,71.3,0.00425727
0.099737855735323,2000,3.0,0.3048,71.3,0.00425727
-0.117695781314706,2500,3.0,0.3048,71.3,0.00425727
-0.481534733978422,3150,3.0,0.3048,71.3,0.00425727
-0.662729431520112,4000,3.0,0.3048,71.3,0.00425727
-0.971485196131153,5000,3.0,0.3048,71.3,0.00425727
-1.26139671219786,6300,3.0,0.3048,71.3,0.00425727
-1.47883034924789,8000,3.0,0.3048,71.3,0.00425727
-2.11808524217497,10000,3.0,0.3048,71.3,0.00425727
0.191784762086503,400,3.0,0.3048,55.5,0.00452492
0.484595393313874,500,3.0,0.3048,55.5,0.00452492
0.686083896980232,630,3.0,0.3048,55.5,0.00452492
0.74116708503291,800,3.0,0.3048,55.5,0.00452492
0.651294515052231,1000,3.0,0.3048,55.5,0.00452492
0.361382998985523,1250,3.0,0.3048,55.5,0.00452492
-0.0575391417308657,1600,3.0,0.3048,55.5,0.00452492
-0.256128530236557,2000,3.0,0.3048,55.5,0.00452492
-0.347450657797571,2500,3.0,0.3048,55.5,0.00452492
-0.673601113372614,3150,3.0,0.3048,55.5,0.00452492
-0.891034750422643,4000,3.0,0.3048,55.5,0.00452492
-1.09107369650867,5000,3.0,0.3048,55.5,0.00452492
-1.32735158210303,6300,3.0,0.3048,55.5,0.00452492
-1.59986840720574,8000,3.0,0.3048,55.5,0.00452492
-1.8361462928001,10000,3.0,0.3048,55.5,0.00452492
-0.220904281034453,315,3.0,0.3048,39.6,0.00495741
0.0922001563175877,400,3.0,0.3048,39.6,0.00495741
0.405304593669631,500,3.0,0.3048,39.6,0.00495741
0.645931152004996,630,3.0,0.3048,39.6,0.00495741
0.683619649093666,800,3.0,0.3048,39.6,0.00495741
0.503874509132312,1000,3.0,0.3048,39.6,0.00495741
0.140035556468596,1250,3.0,0.3048,39.6,0.00495741
-0.297730832792131,1600,3.0,0.3048,39.6,0.00495741
-0.623881288367174,2000,3.0,0.3048,39.6,0.00495741
-0.677514918839513,2500,3.0,0.3048,39.6,0.00495741
-0.857260058800871,3150,3.0,0.3048,39.6,0.00495741
-1.16601582341191,4000,3.0,0.3048,39.6,0.00495741
-1.31097158144526,5000,3.0,0.3048,39.6,0.00495741
-1.56464415800363,6300,3.0,0.3048,39.6,0.00495741
-2.0560441777367,8000,3.0,0.3048,39.6,0.00495741
-0.249025698092924,315,3.0,0.3048,31.7,0.00529514
0.0814734302231199,400,3.0,0.3048,31.7,0.00529514
0.393128309994829,500,3.0,0.3048,31.7,0.00529514
0.559827431733185,630,3.0,0.3048,31.7,0.00529514
0.561276989313517,800,3.0,0.3048,31.7,0.00529514
0.290209721791147,1000,3.0,0.3048,31.7,0.00529514
0.000298205724442,1250,3.0,0.3048,31.7,0.00529514
-0.398330128867278,1600,3.0,0.3048,31.7,0.00529514
-0.688241644933983,2000,3.0,0.3048,31.7,0.00529514
-0.759269966370325,2500,3.0,0.3048,31.7,0.00529514
-0.97525404584002,3150,3.0,0.3048,31.7,0.00529514
-1.3376434409234,4000,3.0,0.3048,31.7,0.00529514
-1.59131601748177,5000,3.0,0.3048,31.7,0.00529514
-2.19143285573985,6300,3.0,0.3048,31.7,0.00529514
0.225994320982372,250,4.0,0.3048,71.3,0.00497773
0.484015570281742,315,4.0,0.3048,71.3,0.00497773
0.686953631528433,400,4.0,0.3048,71.3,0.00497773
0.852203195686457,500,4.0,0.3048,71.3,0.00497773
0.982663377916475,630,4.0,0.3048,71.3,0.00497773
1.00295718404114,800,4.0,0.3048,71.3,0.00497773
0.89568992309646,1000,4.0,0.3048,71.3,0.00497773
0.660861595082432,1250,4.0,0.3048,71.3,0.00497773
0.262233260490711,1600,4.0,0.3048,71.3,0.00497773
-0.0639171950843328,2000,4.0,0.3048,71.3,0.00497773
-0.15378976506501,2500,4.0,0.3048,71.3,0.00497773
-0.443701281131715,3150,4.0,0.3048,71.3,0.00497773
-0.768402179126426,4000,4.0,0.3048,71.3,0.00497773
-1.02207475568479,5000,4.0,0.3048,71.3,0.00497773
-1.25690308369882,6300,4.0,0.3048,71.3,0.00497773
-1.6192924787822,8000,4.0,0.3048,71.3,0.00497773
-2.01937037095426,10000,4.0,0.3048,71.3,0.00497773
-2.52671552407099,12500,4.0,0.3048,71.3,0.00497773
-0.187419500928748,250,4.0,0.3048,39.6,0.00579636
0.290934500581315,315,4.0,0.3048,39.6,0.00579636
0.550405307461017,400,4.0,0.3048,39.6,0.00579636
0.773637174832379,500,4.0,0.3048,39.6,0.00579636
0.904097357062398,630,4.0,0.3048,39.6,0.00579636
0.853362841750725,800,4.0,0.3048,39.6,0.00579636
0.56345132568402,1000,4.0,0.3048,39.6,0.00579636
0.218456621564639,1250,4.0,0.3048,39.6,0.00579636
-0.235254901079756,1600,4.0,0.3048,39.6,0.00579636
-0.561405356654799,2000,4.0,0.3048,39.6,0.00579636
-0.667223060019145,2500,4.0,0.3048,39.6,0.00579636
-0.883207139488842,3150,4.0,0.3048,39.6,0.00579636
-1.3006797226249,4000,4.0,0.3048,39.6,0.00579636
-1.60943548723594,5000,4.0,0.3048,39.6,0.00579636
0.479521941782707,1250,0.0,0.2286,71.3,0.00214345
0.623028142235724,1600,0.0,0.2286,71.3,0.00214345
0.494017517586042,2000,0.0,0.2286,71.3,0.00214345
0.509962650969713,2500,0.0,0.2286,71.3,0.00214345
0.434585656792368,3150,0.0,0.2286,71.3,0.00214345
0.143224583145328,4000,0.0,0.2286,71.3,0.00214345
-0.077108169065367,5000,0.0,0.2286,71.3,0.00214345
-0.404708182220745,6300,0.0,0.2286,71.3,0.00214345
-0.987430329514822,8000,0.0,0.2286,71.3,0.00214345
-0.971485196131153,10000,0.0,0.2286,71.3,0.00214345
-1.04541263272816,12500,0.0,0.2286,71.3,0.00214345
-1.42809583393621,16000,0.0,0.2286,71.3,0.00214345
-1.50202327053322,20000,0.0,0.2286,71.3,0.00214345
-0.767677400336258,315,0.0,0.2286,55.5,0.00229336
-0.460371193305552,400,0.0,0.2286,55.5,0.00229336
-0.153064986274844,500,0.0,0.2286,55.5,0.00229336
0.191929717844535,630,0.0,0.2286,55.5,0.00229336
0.390519106350228,800,0.0,0.2286,55.5,0.00229336
0.500685482455575,1000,0.0,0.2286,55.5,0.00229336
0.445602294402902,1250,0.0,0.2286,55.5,0.00229336
0.283251845405548,1600,0.0,0.2286,55.5,0.00229336
0.24701290589721,2000,0.0,0.2286,55.5,0.00229336
0.24701290589721,2500,0.0,0.2286,55.5,0.00229336
0.046973959811182,3150,0.0,0.2286,55.5,0.00229336
-0.206698616747185,4000,0.0,0.2286,55.5,0.00229336
-0.351654374780538,5000,0.0,0.2286,55.5,0.00229336
-0.931477406913948,6300,0.0,0.2286,55.5,0.00229336
-0.548069426915729,315,0.0,0.2286,39.6,0.00253511
-0.184230474252015,400,0.0,0.2286,39.6,0.00253511
0.197003169375701,500,0.0,0.2286,39.6,0.00253511
0.560842122039419,630,0.0,0.2286,39.6,0.00253511
0.778275759089448,800,0.0,0.2286,39.6,0.00253511
0.811615583437118,1000,0.0,0.2286,39.6,0.00253511
0.660861595082432,1250,0.0,0.2286,39.6,0.00253511
0.32746335160572,1600,0.0,0.2286,39.6,0.00253511
0.0679925447260196,2000,0.0,0.2286,39.6,0.00253511
0.0274049324766807,2500,0.0,0.2286,39.6,0.00253511
-0.0305773707366611,3150,0.0,0.2286,39.6,0.00253511
-0.19872605005535,4000,0.0,0.2286,39.6,0.00253511
-0.385718977918375,5000,0.0,0.2286,39.6,0.00253511
-1.06846059825547,6300,0.0,0.2286,39.6,0.00253511
-0.614749075611072,315,0.0,0.2286,31.7,0.0027238
-0.174083571189679,400,0.0,0.2286,31.7,0.0027238
0.266581933231711,500,0.0,0.2286,31.7,0.0027238
0.671008498144766,630,0.0,0.2286,31.7,0.0027238
0.853652753266789,800,0.0,0.2286,31.7,0.0027238
0.834808504722454,1000,0.0,0.2286,31.7,0.0027238
0.575337697842754,1250,0.0,0.2286,31.7,0.0027238
0.114378387296691,1600,0.0,0.2286,31.7,0.0027238
-0.200175607635684,2000,0.0,0.2286,31.7,0.0027238
-0.201625165216018,2500,0.0,0.2286,31.7,0.0027238
-0.201625165216018,3150,0.0,0.2286,31.7,0.0027238
-0.406012784043045,4000,0.0,0.2286,31.7,0.0027238
-0.627795093834075,5000,0.0,0.2286,31.7,0.0027238
-1.16268184097715,6300,0.0,0.2286,31.7,0.0027238
0.0405959064577149,400,2.0,0.2286,71.3,0.00293031
0.239185294963409,500,2.0,0.2286,71.3,0.00293031
0.365296804452424,630,2.0,0.2286,71.3,0.00293031
0.489958756361109,800,2.0,0.2286,71.3,0.00293031
0.597226017305787,1000,2.0,0.2286,71.3,0.00293031
0.57693221118112,1250,2.0,0.2286,71.3,0.00293031
0.429077337987101,1600,2.0,0.2286,71.3,0.00293031
0.298617155757083,2000,2.0,0.2286,71.3,0.00293031
0.314562289140751,2500,2.0,0.2286,71.3,0.00293031
0.185551664491068,3150,2.0,0.2286,71.3,0.00293031
-0.108708524316638,4000,2.0,0.2286,71.3,0.00293031
-0.292802337018996,5000,2.0,0.2286,71.3,0.00293031
-0.587062525826702,6300,2.0,0.2286,71.3,0.00293031
-1.28140060680646,8000,2.0,0.2286,71.3,0.00293031
-1.70322186268352,10000,2.0,0.2286,71.3,0.00293031
-0.368759154228473,400,2.0,0.2286,55.5,0.00313525
-0.0208653349484275,500,2.0,0.2286,55.5,0.00313525
0.290789544823281,630,2.0,0.2286,55.5,0.00313525
0.529966545578312,800,2.0,0.2286,55.5,0.00313525
0.603893982175325,1000,2.0,0.2286,55.5,0.00313525
0.569104600247319,1250,2.0,0.2286,55.5,0.00313525
0.277743526600279,1600,2.0,0.2286,55.5,0.00313525
-0.0324617955910955,2000,2.0,0.2286,55.5,0.00313525
-0.14117861411611,2500,2.0,0.2286,55.5,0.00313525
-0.158573305080111,3150,2.0,0.2286,55.5,0.00313525
-0.377456499710474,4000,2.0,0.2286,55.5,0.00313525
-0.632578633849175,5000,2.0,0.2286,55.5,0.00313525
-0.887700767987875,6300,2.0,0.2286,55.5,0.00313525
-0.681138812790348,315,2.0,0.2286,39.6,0.00346574
-0.389777739143308,400,2.0,0.2286,39.6,0.00346574
0.0465390925370819,500,2.0,0.2286,39.6,0.00346574
0.37413910569246,630,2.0,0.2286,39.6,0.00346574
0.608967433706491,800,2.0,0.2286,39.6,0.00346574
0.624912567090158,1000,2.0,0.2286,39.6,0.00346574
0.495901942440476,1250,2.0,0.2286,39.6,0.00346574
0.145109007999763,1600,2.0,0.2286,39.6,0.00346574
-0.29555649642163,2000,2.0,0.2286,39.6,0.00346574
-0.498494557668323,2500,2.0,0.2286,39.6,0.00346574
-0.465154733320653,3150,2.0,0.2286,39.6,0.00346574
-0.668092794567345,4000,2.0,0.2286,39.6,0.00346574
-0.87103085581404,5000,2.0,0.2286,39.6,0.00346574
-1.22037423267442,6300,2.0,0.2286,39.6,0.00346574
-0.679689255210013,315,2.0,0.2286,31.7,0.00372371
-0.205683926440951,400,2.0,0.2286,31.7,0.00372371
0.266871844747779,500,2.0,0.2286,31.7,0.00372371
0.611866548867156,630,2.0,0.2286,31.7,0.00372371
0.793061246408847,800,2.0,0.2286,31.7,0.00372371
0.793061246408847,1000,2.0,0.2286,31.7,0.00372371
0.556783360814483,1250,2.0,0.2286,31.7,0.00372371
0.139310777678428,1600,2.0,0.2286,31.7,0.00372371
-0.260767114493624,2000,2.0,0.2286,31.7,0.00372371
-0.49704500008799,2500,2.0,0.2286,31.7,0.00372371
-0.479650309123987,3150,2.0,0.2286,31.7,0.00372371
-0.62460606715734,4000,2.0,0.2286,31.7,0.00372371
-0.952206080312718,5000,2.0,0.2286,31.7,0.00372371
-1.40591760295711,6300,2.0,0.2286,31.7,0.00372371
0.278613261148479,500,4.0,0.2286,71.3,0.00400603
0.609112389464526,630,4.0,0.2286,71.3,0.00400603
0.848289390219554,800,4.0,0.2286,71.3,0.00400603
0.996144263413575,1000,4.0,0.2286,71.3,0.00400603
0.997593820993907,1250,4.0,0.2286,71.3,0.00400603
0.671443365418864,1600,4.0,0.2286,71.3,0.00400603
0.20033715181047,2000,4.0,0.2286,71.3,0.00400603
-0.0721796732922342,2500,4.0,0.2286,71.3,0.00400603
-0.105519497639904,3150,4.0,0.2286,71.3,0.00400603
-0.450514201759284,4000,4.0,0.2286,71.3,0.00400603
-0.538937214159629,5000,4.0,0.2286,71.3,0.00400603
-0.901326609243011,6300,4.0,0.2286,71.3,0.00400603
-1.73772133309545,8000,4.0,0.2286,71.3,0.00400603
-1.70003283600678,10000,4.0,0.2286,71.3,0.00400603
-1.53333371426843,12500,4.0,0.2286,71.3,0.00400603
-1.74931779373812,16000,4.0,0.2286,71.3,0.00400603
-2.20302931638252,20000,4.0,0.2286,71.3,0.00400603
-0.22641259983972,400,4.0,0.2286,55.5,0.0042862
0.359208662615023,500,4.0,0.2286,55.5,0.0042862
0.743341421403408,630,4.0,0.2286,55.5,0.0042862
1.01875736166678,800,4.0,0.2286,55.5,0.0042862
1.05789541633578,1000,4.0,0.2286,55.5,0.0042862
0.931783906846768,1250,4.0,0.2286,55.5,0.0042862
0.49691663274671,1600,4.0,0.2286,55.5,0.0042862
-0.0843559569670343,2000,4.0,0.2286,55.5,0.0042862
-0.355423224489404,2500,4.0,0.2286,55.5,0.0042862
-0.35397366690907,3150,4.0,0.2286,55.5,0.0042862
-0.606196685887105,4000,4.0,0.2286,55.5,0.0042862
-0.696069255867782,5000,4.0,0.2286,55.5,0.0042862
-1.11354183900384,6300,4.0,0.2286,55.5,0.0042862
-1.78468699869826,8000,4.0,0.2286,55.5,0.0042862
-0.377891366984574,315,4.0,0.2286,39.6,0.00473801
-0.138714366229541,400,4.0,0.2286,39.6,0.00473801
0.319345829155852,500,4.0,0.2286,39.6,0.00473801
0.687533454560569,630,4.0,0.2286,39.6,0.00473801
0.816544079210251,800,4.0,0.2286,39.6,0.00473801
0.744066200193574,1000,4.0,0.2286,39.6,0.00473801
0.50778831459921,1250,4.0,0.2286,39.6,0.00473801
0.0700219253384859,1600,4.0,0.2286,39.6,0.00473801
-0.460516149063584,2000,4.0,0.2286,39.6,0.00473801
-0.751877222710624,2500,4.0,0.2286,39.6,0.00473801
-0.640261289024943,3150,4.0,0.2286,39.6,0.00473801
-0.822905544146966,4000,4.0,0.2286,39.6,0.00473801
-1.04178873877733,5000,4.0,0.2286,39.6,0.00473801
-1.53463831609073,6300,4.0,0.2286,39.6,0.00473801
-1.69698876508808,8000,4.0,0.2286,39.6,0.00473801
-0.673601113372614,250,4.0,0.2286,31.7,0.00509068
-0.177852420898548,315,4.0,0.2286,31.7,0.00509068
0.190335204506168,400,4.0,0.2286,31.7,0.00509068
0.594761769419221,500,4.0,0.2286,31.7,0.00509068
0.799149388246248,630,4.0,0.2286,31.7,0.00509068
0.874526382423592,800,4.0,0.2286,31.7,0.00509068
0.72957062439024,1000,4.0,0.2286,31.7,0.00509068
0.475898047831873,1250,4.0,0.2286,31.7,0.00509068
0.0569759071154837,1600,4.0,0.2286,31.7,0.00509068
-0.398185173109244,2000,4.0,0.2286,31.7,0.00509068
-0.670701998211946,2500,4.0,0.2286,31.7,0.00509068
-0.667802883051279,3150,4.0,0.2286,31.7,0.00509068
-0.866392271556973,4000,4.0,0.2286,31.7,0.00509068
-1.28531441227336,5000,4.0,0.2286,31.7,0.00509068
-1.75931974104242,6300,4.0,0.2286,31.7,0.00509068
0.415161585215899,400,5.3,0.2286,71.3,0.0051942
0.731165137728606,500,5.3,0.2286,71.3,0.0051942
1.00948019315265,630,5.3,0.2286,71.3,0.0051942
1.25300586664867,800,5.3,0.2286,71.3,0.0051942
1.32838286082602,1000,5.3,0.2286,71.3,0.0051942
1.23851029084534,1250,5.3,0.2286,71.3,0.0051942
0.815239477387952,1600,5.3,0.2286,71.3,0.0051942
0.15279166317553,2000,5.3,0.2286,71.3,0.0051942
-0.158863216596179,2500,5.3,0.2286,71.3,0.0051942
-0.248735786576856,3150,5.3,0.2286,71.3,0.0051942
-0.653162351489911,4000,5.3,0.2286,71.3,0.0051942
-0.983661479805955,5000,5.3,0.2286,71.3,0.0051942
-1.14746148638364,6300,5.3,0.2286,71.3,0.0051942
-1.44027211761101,8000,5.3,0.2286,71.3,0.0051942
-1.95486505862942,10000,5.3,0.2286,71.3,0.0051942
0.315287067930918,250,5.3,0.2286,39.6,0.00614329
0.703768499460304,315,5.3,0.2286,39.6,0.00614329
0.925550809251333,400,5.3,0.2286,39.6,0.00614329
1.07485524002569,500,5.3,0.2286,39.6,0.00614329
1.04006585809768,630,5.3,0.2286,39.6,0.00614329
0.674777347853635,800,5.3,0.2286,39.6,0.00614329
0.108000333943224,1000,5.3,0.2286,39.6,0.00614329
0.128294140067894,1250,5.3,0.2286,39.6,0.00614329
-0.254389061140157,1600,5.3,0.2286,39.6,0.00614329
-1.00381033017259,2000,5.3,0.2286,39.6,0.00614329
-1.25893246431129,2500,5.3,0.2286,39.6,0.00614329
-0.926983778414913,3150,5.3,0.2286,39.6,0.00614329
-1.30966697962296,4000,5.3,0.2286,39.6,0.00614329
-1.38069530105931,5000,5.3,0.2286,39.6,0.00614329
-1.78222275081169,6300,5.3,0.2286,39.6,0.00614329
2.01808235754871,200,7.3,0.2286,71.3,0.0104404
2.1862310368674,250,7.3,0.2286,71.3,0.0104404
2.17028590348373,315,7.3,0.2286,71.3,0.0104404
2.11665227301139,400,7.3,0.2286,71.3,0.0104404
1.73396907180334,500,7.3,0.2286,71.3,0.0104404
1.29475312496228,630,7.3,0.2286,71.3,0.0104404
0.856986735701555,800,7.3,0.2286,71.3,0.0104404
0.290209721791147,1000,7.3,0.2286,71.3,0.0104404
0.365586715968492,1250,7.3,0.2286,71.3,0.0104404
0.129308830374126,1600,7.3,0.2286,71.3,0.0104404
-0.308457558886598,2000,7.3,0.2286,71.3,0.0104404
-0.398330128867278,2500,7.3,0.2286,71.3,0.0104404
-0.634608014461642,3150,7.3,0.2286,71.3,0.0104404
-0.815802712003332,4000,7.3,0.2286,71.3,0.0104404
-1.38257972591374,5000,7.3,0.2286,71.3,0.0104404
-1.3072027317364,6300,7.3,0.2286,71.3,0.0104404
1.50725826623918,200,7.3,0.2286,55.5,0.0111706
1.67395738797753,250,7.3,0.2286,55.5,0.0111706
1.6594618121742,315,7.3,0.2286,55.5,0.0111706
1.60727773928219,400,7.3,0.2286,55.5,0.0111706
1.20864940469047,500,7.3,0.2286,55.5,0.0111706
0.88394850669576,630,7.3,0.2286,55.5,0.0111706
0.523008669192711,800,7.3,0.2286,55.5,0.0111706
0.0519024555843169,1000,7.3,0.2286,55.5,0.0111706
0.128729007341994,1250,7.3,0.2286,55.5,0.0111706
-0.214816139197052,1600,7.3,0.2286,55.5,0.0111706
-0.64968341329711,2000,7.3,0.2286,55.5,0.0111706
-0.84682324422247,2500,7.3,0.2286,55.5,0.0111706
-1.11644095416451,3150,7.3,0.2286,55.5,0.0111706
-1.0946975904595,4000,7.3,0.2286,55.5,0.0111706
-1.69481442871758,5000,7.3,0.2286,55.5,0.0111706
-1.92819319915128,6300,7.3,0.2286,55.5,0.0111706
0.891921073387595,200,7.3,0.2286,39.6,0.0123481
1.02238125561761,250,7.3,0.2286,39.6,0.0123481
1.06006975270628,315,7.3,0.2286,39.6,0.0123481
1.04412461932261,400,7.3,0.2286,39.6,0.0123481
0.791901600344582,500,7.3,0.2286,39.6,0.0123481
0.593312211838889,630,7.3,0.2286,39.6,0.0123481
0.212078568211172,800,7.3,0.2286,39.6,0.0123481
-0.332955081994234,1000,7.3,0.2286,39.6,0.0123481
-0.238733839272557,1250,7.3,0.2286,39.6,0.0123481
-0.547489603883597,1600,7.3,0.2286,39.6,0.0123481
-1.01859581749199,2000,7.3,0.2286,39.6,0.0123481
-1.19979051503368,2500,7.3,0.2286,39.6,0.0123481
-1.52594097060873,3150,7.3,0.2286,39.6,0.0123481
-1.5592807949564,4000,7.3,0.2286,39.6,0.0123481
-1.8665870019871,5000,7.3,0.2286,39.6,0.0123481
-2.02893745098446,6300,7.3,0.2286,39.6,0.0123481
0.557073272330551,200,7.3,0.2286,31.7,0.0132672
0.761460891157577,250,7.3,0.2286,31.7,0.0132672
0.783204254862581,315,7.3,0.2286,31.7,0.0132672
0.787552927603582,400,7.3,0.2286,31.7,0.0132672
0.483145835733542,500,7.3,0.2286,31.7,0.0132672
0.196133434827501,630,7.3,0.2286,31.7,0.0132672
-0.235834724111888,800,7.3,0.2286,31.7,0.0132672
-0.831602889628967,1000,7.3,0.2286,31.7,0.0132672
-0.62721527080194,1250,7.3,0.2286,31.7,0.0132672
-0.840300235110969,1600,7.3,0.2286,31.7,0.0132672
-1.38098521257537,2000,7.3,0.2286,31.7,0.0132672
-1.46795866739539,2500,7.3,0.2286,31.7,0.0132672
-1.68249318928475,3150,7.3,0.2286,31.7,0.0132672
-1.76801708652443,4000,7.3,0.2286,31.7,0.0132672
-2.00139585695812,5000,7.3,0.2286,31.7,0.0132672
-2.05068081468946,6300,7.3,0.2286,31.7,0.0132672
0.142209892839094,800,0.0,0.1524,71.3,0.0015988
0.358193972308791,1000,0.0,0.1524,71.3,0.0015988
0.593022300322821,1250,0.0,0.1524,71.3,0.0015988
0.700289561267503,1600,0.0,0.1524,71.3,0.0015988
0.552434688073482,2000,0.0,0.1524,71.3,0.0015988
0.477057693896141,2500,0.0,0.1524,71.3,0.0015988
0.658252391437832,3150,0.0,0.1524,71.3,0.0015988
